Title,Video Link,Summary,Doc,Status,Catergory,Spanish,Date,Autor,Category,Description
Про марихуану,https://www.youtube.com/watch?v=jO8exYDpTRg,Каковы последствия использования марихуаны в сакральных практиках и как это может повлиять на человечество в целом?,https://docs.google.com/document/d/12RyNa3vzoTwEjNJVUI7aSPd1Gpj5KKwTICT1XRfl64c/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1AbO1WkG30O33aSkxu0nZZmF-LBMChntA2M_nasJ5x5g/edit?usp=drivesdk,7/5/2021,Шкарубо Лена,,
Вселенский баланс сил,https://www.youtube.com/watch?v=53OO2bBvUhY,Какие программы со светлыми силами запущены для противостояния темным силам и поддержания вселенского баланса?,https://docs.google.com/document/d/1RT7I6bvyKijMbTbhlWY3EdXXepkh37APGvpu6_HKQ50/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/15jQi-CarbPRuRof46QUQPDUyq5ouonv0XXkq5bQUDNQ/edit?usp=drivesdk,7/2/2021,,,
Как побороть усталось. Инструменты развития,https://www.youtube.com/watch?v=nY_MOnrbhBE,Как избавиться от усталости и переучиться не принимать ее как необходимость?,https://docs.google.com/document/d/1RiLGAvjzEXLmp53zbgdBOlNCyEDtTlQBN2F9r5TBI_4/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1ZsGlD-LBbVJMB4ckqcEMMPUTnLs-E4lkMEiDI8N2XwA/edit?usp=drivesdk,6/1/2021,Шкарубо Лена,,
Работа растений. Какие качества они дают,https://www.youtube.com/watch?v=EIxS75n2uVw,"В чем смысл взаимодействия с растениями и какие качества они могут дать, учитывая изменяющиеся состояния человека и реакции на прием растений?",https://docs.google.com/document/d/12okILZthsXhhMWzw7XOmfbXbN5cD2q9uhxZY8XQTCpA/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1oqX3U4vrRRB0LZdoEe6XbtLeUaTBMfuFd940HzkEG_8/edit?usp=drivesdk,5/27/2021,Шкарубо Лена,,
Холод в теле. Басейны с хлоркой,https://www.youtube.com/watch?v=vL-E5AmLZjU,"Основной вопрос текста: Какие негативные последствия может вызвать контакт с холодом и пищей с хлором на организме человека, особенно при наличии артрита?",https://docs.google.com/document/d/16inocq54JYpXpCF7CU5ipBofmT_O7Rd5t2wQUTyLQ24/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1fRCeugKHgiPM62E1OG57OTGS9zel-6MeE4uGj-PQUdM/edit?usp=drivesdk,5/23/2021,,,
Проявление из ума и из чувств. Что такое делать добро,https://www.youtube.com/watch?v=1fnScFv155Y,"Основной вопрос текста: Каким образом проявляется закон компенсации в жизни каждого человека и что нужно делать для того, чтобы привлечь позитивные энергии?",https://docs.google.com/document/d/1DHfNdn4gwFw_soAuKQMbxBlU7MFbMlLl5G7OyUv_AAk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12OqPVn481QOWUkSB8-fwEJYKVjmp-DFq3hwolxSOzWs/edit?usp=drivesdk,5/22/2021,,,
Внутренее состояние и жизнь в обществе,https://www.youtube.com/watch?v=Cfc22qNxMGk,"Основной вопрос текста: Как внутреннее состояние человека влияет на его взаимодействие в обществе, и почему возникают противоречия между внутренними переживаниями и внешним поведением?",https://docs.google.com/document/d/1pWDjuPGG4J4xTqkhbKBQdPqf7OC5gBYAo-37uhBlO_g/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/19yNpOfKxy9yz9bXv2Gt0LRV3-meKpqURJRV8tmPU7XM/edit?usp=drivesdk,5/21/2021,,,
Равновесие и фанатизм,https://www.youtube.com/watch?v=4dxnqj74dgM,"Основной вопрос в тексте: Что такое равновесие и фанатизм, и как они связаны с пассионом и умильностью?",https://docs.google.com/document/d/1V_K87l8jcdIgwAY-ZUZjXan40cxeipGoxHmxHSUR0Ck/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1uj7gqaK7pljid5ngKcXmF8Yzh5_apPyGKyj8gCH00_I/edit?usp=drivesdk,5/20/2021,,,
Подготовка к смерти. Агония,https://www.youtube.com/watch?v=_nZInDc9rkI,"Каков процесс подготовки к смерти и как примириться со всеми ситуациями в жизни, чтобы уйти легко и без процессов агонии?",https://docs.google.com/document/d/1o1m2Z4MdIcNh-bpUgR-mTuyprWhhRFgtqyuFp9k5gKY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1izyhOEoZiHcBOJal3aOxmEqlHYOsE-X89TGVa5PpruM/edit?usp=drivesdk,5/19/2021,,,
Работа с эмоциями,https://www.youtube.com/watch?v=OBiKvxLwuNk,Как контролировать эмоции и достичь нейтральности в своей жизни?,https://docs.google.com/document/d/1yUWZZRs2rHozwgX6OsS1hU6TzafyQ7rLWPhXGUEcNUw/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1hPFaq9efRB-2PxMc86K-wO-LEQAUrlIIB4KvK69eyvs/edit?usp=drivesdk,5/19/2021,,,
Обучение в центре Дос Мундос,https://www.youtube.com/watch?v=PbZkUKtZxA0,Основной вопрос текста: Какие условия необходимы для работы с растениями и какие вопросы могут быть заданы?,https://docs.google.com/document/d/1jV-UjeWmWlr5lmI_Y5RFQnDooAUsBzuz0p7bz6Xa7G4/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1NJ2tlnySwn-FJuF4ljgyYLy8nYlGpO3UstCmlueSJTk/edit?usp=drivesdk,5/18/2021,,,
Женские периоды. Как справляться с эмоциями,https://www.youtube.com/watch?v=Cw3ZXUry04Y,Как справляться с эмоциями у женщин во время ФМС и как это влияет на их отношения с другими людьми?,https://docs.google.com/document/d/1dYFAOgJEx4A27rv24-hBkZmJSwyx8XNtY7S_cIoBpCk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1MaSuKGbtsls4692kQEz4ZX0OQ62QKiZNXf37zT7p2g4/edit?usp=drivesdk,5/18/2021,,,
Марихуана и защита от её влияния. Внутреняя трансформация,https://www.youtube.com/watch?v=OCMsWmw2luQ,Основной вопрос в тексте: Как марихуана и другие вещества влияют на внутреннюю трансформацию человека и как им нужно относиться в целях саморазвития и гармонии?,https://docs.google.com/document/d/1KhArWS-7nc9Zev9GDFCdR0RN7rnWYLUBmZJpkhazf2Q/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1VoBe7dc3EXBjPUsOKiuF2Cv6t84nWid183Fd0H5VE28/edit?usp=drivesdk,5/18/2021,,,
Энергетическая коррекция. Теория,https://www.youtube.com/watch?v=uKs6JrY5sU8,"Каков смысл энергетической коррекции и как она помогает достичь гармонии тела, ума и души?",https://docs.google.com/document/d/1J9OgErF-sOKAdfequ10JIptcAvrvGgMdjJ9zFdLDEF8/edit?usp=drivesdk,Done,Целительство и Энергетические практики,https://docs.google.com/document/d/1QvHj0I_TjF-0lnG1oIYZmwPGYFyp60gwZPiTaDudPZc/edit?usp=drivesdk,5/18/2021,Алина,,
Отношение к расставанию с любимыми,https://www.youtube.com/watch?v=qvLdmD6cJ8E,"Как относиться к расставанию с любимыми и как найти способ отпустить прошлое, чтобы двигаться вперед и принять новое.",https://docs.google.com/document/d/1dD4eX7ari90esWa1NlgSCuJQWQii1tCNXdEg-OZ3Il8/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1e8pY3x0cGksYixVC5V3B-oaBu2J4tHEIqUMLHAfo4A0/edit?usp=drivesdk,5/18/2021,,,
Новая парадигма. Видения и священные послания. Как их распознать,https://www.youtube.com/watch?v=aTrOYDkEfRI,"Как человек должен интерпретировать послания, которые ему приходят через медитацию и могут ли они быть сакральными?",https://docs.google.com/document/d/1YcHvew3EQX8_XpjZdzd7b0RH1LnnBoFnIUryXucp5IE/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/19BlCHSH7-176qQNX0v5wz4g1MeLS0RWrvP2IUO9Hgyg/edit?usp=drivesdk,5/16/2021,,,
Эмоциональные травмы,https://www.youtube.com/watch?v=jYrNmMgfpiw,"Как примириться с эмоциональными травмами и принять родителей, чтобы развиваться дальше?",https://docs.google.com/document/d/1sdFW-rX16hYSi6YP8bKMl1FglnMuf_f082vdTGNuauc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1zeenDbZKzRODG76PSF3opjHtCkaTo7BP2kAPiu4aKQw/edit?usp=drivesdk,3/27/2021,,,
Русский дух. Роль  России,https://www.youtube.com/watch?v=WNDqqT5Q-sk,Какова роль России и каковы взгляды на Крым и другие геополитические вопросы в контексте идеи универсального человечества?,https://docs.google.com/document/d/1fthpGBQc8RHVRhrhyZmJF40QcfTutyoFjHg_LuCxgjk/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1Ve4ad6VkMlCh-Bbeq8C0LPUFObf2LcvEFSJsTkqExb8/edit?usp=drivesdk,2/26/2021,,,
Отношение к уходу человека,https://www.youtube.com/watch?v=ehgwQrFLJhg,Каково должно быть наше отношение к уходу человека и как проявить сакральность в этот момент?,https://docs.google.com/document/d/1pN2HcW60Tqu0JA7kKlg5FOubNRcGYFmCDxLyrBwgC90/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1exHRoDu_cpZ4sDh4Mr2qjwlrBQ8hsrtEjKvThWWbgyk/edit?usp=drivesdk,2/6/2021,,,
Как смотреть во внутрь себя. Обретение целостности,https://www.youtube.com/watch?v=UVh9u_X47-s,Основной вопрос текста: Как научиться смотреть внутрь себя и обрести целостность?,https://docs.google.com/document/d/1ivYeaJiahVWgsxSpneirxHVZrNaZyJfihLpRCoHXLJ0/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1m5CwcxaFxJXBdgV5mkTB0XZpHXsq9cSbQR2FHrdmXBs/edit?usp=drivesdk,2/4/2021,,,
Служение как инструмент цельности,https://www.youtube.com/watch?v=dxUvgEn_0F4,Что означает цельность и как служение помогает достичь ее?,https://docs.google.com/document/d/1dVFrqY4CxuSh6qBME9_3vVKzRto0WT-7i6G63hQTIOo/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1aNcSXJQ16wD5hdumAxyZLci-AAT7UmVBQpkobVVnwQY/edit?usp=drivesdk,2/3/2021,Шкарубо Лена,,
Дисциплина. Что это и как это тренировать,https://www.youtube.com/watch?v=S-7ETr0syyk,Как можно тренировать дисциплину в своей жизни и почему это важно?,https://docs.google.com/document/d/1bw5N_-iSM6lSh8Guh4ezLRtznjR7P1KRirOOJaean10/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/18XFrx6ZiVbeBwscqFElBSpQNctF_M-tGOUWXG7BHi6k/edit?usp=drivesdk,2/3/2021,Шкарубо Лена,,
Коренные традиции использования Аяуваски,https://www.youtube.com/watch?v=_NMSqEQ8xUY,Как изменилась репутация Айахуски и почему важна ее правильная использование согласно коренным традициям?,https://docs.google.com/document/d/1tY8oepQXt8P6fD_BxmMLg9Ig0HohZGPPJdWkhch3IZY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1dEw4AOyblzWknjOx-AyasRVmLwLZx-QVLuFyeoxGkNQ/edit?usp=drivesdk,2/2/2021,,,
Как полюбить себя,https://www.youtube.com/watch?v=b9Mkhh_kh0Y,Как принять и полюбить себя?,https://docs.google.com/document/d/1XXj4KkMb4-uXi7t_MnPKc9NVMrEXhtGHJYemf0zC49E/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12PG5aLCh5k0I5wCBrTwWdifkD1w6Q-hjDxfKBISNEZw/edit?usp=drivesdk,1/24/2021,,,
Влияние религиозных эгрегоров,https://www.youtube.com/watch?v=NA8UzOzzG6M,Как влияют религиозные эгрегоры на нас и каким образом крещение связано с энергетикой и духовностью?,https://docs.google.com/document/d/1AkwmNSeGH3YPs9VpDEpw0ghXBs5WjlSHevq-bclU1nc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1jyQSN8P8Hcbkop7hnUItTSsp-F479c-U81-0POvwgYU/edit?usp=drivesdk,1/21/2021,,,
Проявление труда. Обязанности и служение,https://www.youtube.com/watch?v=-fSNnNm9cjI,"Как можно помочь близким, болеющим, так чтобы это было проявлением служения, а не манипуляции?",https://docs.google.com/document/d/1P5aDJS1_GxpIrChjjW8l-9NMeGrvZkMOmNzV6aDEGiY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1AMbayC0vu-MwPIqG-xcH2mJJUUbsMjtkD3IKycCXgFc/edit?usp=drivesdk,1/20/2021,,,
Внутренний стержень,https://www.youtube.com/watch?v=FiRP9jS6-gE,Как сохранить внутреннюю силу и гармонию через приятие и служение?,https://docs.google.com/document/d/1a0fYgkaicgIC6bj2550kvkPUt7jMmMXAayU0oAOEZLY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1I80X-nD1rclrcOoa4u0du3vctJRQG-JJDh_Pej2nun8/edit?usp=drivesdk,1/19/2021,,,
Афирмации и визуализации,https://www.youtube.com/watch?v=ujTWbGlkam0,Какие аффирмации и визуализации могут помочь человеку обрести гармонию и покой в жизни?,https://docs.google.com/document/d/1sHLJEgufpVhFfQhgDRQr1nhKe-GMYBf9HKd3LhD9KGc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1sKOY7xfstM0iMs9WI5RU4DBH9p5ACWiupzvm_obu3sA/edit?usp=drivesdk,1/19/2021,,,
Процесс создание реальности,https://www.youtube.com/watch?v=Wfd9S84IqEk,"Как можно создать элементалов и наркотические существа через мобилизацию энергии и воображение, и как может быть восстановлена наша доверчивость к себе, другим и Вселенной через духовное строительство, искусство и соединение с природой?",https://docs.google.com/document/d/1MAcYDkMrBp82OM3ow-jGr6VsNH7lcMBD6qBZXJB7KAQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1wZmAiA_BPVJXD1ckM5zrX03gAd_Q1l4z4zrTG69DfSM/edit?usp=drivesdk,1/19/2021,,,
Адаптация и принятие,https://www.youtube.com/watch?v=AaPehwEql3Y,Какова разница между адаптацией и самопригодностью?,https://docs.google.com/document/d/1tZEBtOB934fvTcP11mGvbyUHNbHtgOfFXfm5GLlz6SQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1PSboU4jDdis7wyyxcMq3YwuVl5hfvr8pRoCJMQjny-Y/edit?usp=drivesdk,11/12/2020,,,
Практики исцеления. Использование рапэ. Гипноз,https://www.youtube.com/watch?v=nD_prRjdxWI,"Основной вопрос текста: Какие сакральные практики, такие как гипноз и рапе, могут быть использованы сегодня, и какие принципы следует при этом соблюдать?",https://docs.google.com/document/d/1uYH8APemGAVcsXoOmf2EgfyxLP_nQJ--fn1JLNx_h8Q/edit?usp=drivesdk,Done,"Внутренние развитие, Растения Учителя и Процесс Диеты",https://docs.google.com/document/d/14leyJyIFGJEzCqgdL1WJgzDDWKI4j_sqDr95TwG4tgg/edit?usp=drivesdk,11/10/2020,Шкарубо Лена,Шкарубо Лена,
Производство энергии для вселенной. Служение,https://www.youtube.com/watch?v=Amc1JqgQS2U,"Основной вопрос в тексте: почему происходят изменения в потреблении белка и как связаны они с энергией, меняющейся на Земле?",https://docs.google.com/document/d/1tzTyV2R0KvwXNHiVWOT9VaVJwOmcW21CNjSQ5Q0ugrg/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12AdTVBHDodSqFc3JGjX8WN0k5tA70Em1DqhAfudxLKg/edit?usp=drivesdk,11/10/2020,,,
Что такое ясность,https://www.youtube.com/watch?v=FNKM8yshDW8,Как мы можем работать с ясностью и добиться пробуждения осознанности через служение и приемлющее отношение к жизни?,https://docs.google.com/document/d/15T3m-GRL3ClRl25bHYkIZEIKqid7QhuWqW1rvqyHYOc/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1K_0flsyu-zbbfmfxwHuH7Q83jpZrbGg4l3RBxNP61Uw/edit?usp=drivesdk,11/2/2020,Шкарубо Лена,,
Соединенность с жизнью. Человек будущего поколения,https://www.youtube.com/watch?v=dCRyUg3koV8,Каково будущее поколение человека и что помогает ему находить баланс в жизни?,https://docs.google.com/document/d/1WUwJaMMLxkB_fxS7wFJjRFPs3FlN918AuRluZF1gzWY/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1LW3pjVyNmfA5YtsVsHepwwefdkwngAfROYh1jASnX8U/edit?usp=drivesdk,11/2/2020,,,
Что такое энергетический чип,https://www.youtube.com/watch?v=GZy5oNo1sWE,Что такое энергетический чип и как он влияет на нашу энергию и состояние в целом?,https://docs.google.com/document/d/1-JgQ_vma-7pKwBB1sLDEQiBSnb595ZiwYU6fGQCFbnM/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1G2OZIVbcQYweIK9Y56dz1vib8SZHQtwgicmqUfZ9Es0/edit?usp=drivesdk,10/20/2020,,,
Умение отпускать. Благодарность,https://www.youtube.com/watch?v=ilI4gFIu9ac,"Почему я не умею отпускать и принимать новое, если есть страх и отсутствие благодарности?",https://docs.google.com/document/d/1isnoFZeDdkHOmLgF3i32dkk94LCcVZizwnRefZj3Mag/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/17ZSN5wHf_zBB3JZ9OfsqB1hIU2rj2ZfE7NG2nsRUyVY/edit?usp=drivesdk,10/20/2020,,,
Манипуляции в учениях. Дисциплина. Простая жизнь,https://www.youtube.com/watch?v=gSnxrBkJcss,Как можно применять философию в жизни на практике и достигать гармонии и понимания себя и окружающего мира?,https://docs.google.com/document/d/1RZaRGFUiylt8fIiLS34XkRogJr66RjsFz9hswpWFC8c/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1TmeXEX4_7nxC2LaqGR07sqiMikJD5NSRhAtU4k8eOPs/edit?usp=drivesdk,10/6/2020,Шкарубо Лена,,
Человек наблюдатель или творец. Свобода выбора . Реинкарнация,https://www.youtube.com/watch?v=h-NROGrs1sQ,"Какой выбор делает человек - быть наблюдателем или творцом, и как это сочетается в концепции жизни?",https://docs.google.com/document/d/1KK4s3eR_bdeZDKFAq2WwKF_GzJor57EMoGOfTRXMUOU/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1HByvLdPj_WyBVtwccGJ1npD90i7KtzsAOsg3rxGibxs/edit?usp=drivesdk,10/5/2020,,,
Уважение к телу,https://www.youtube.com/watch?v=U3WIRHzy1qA,Как уделять больше внимания своему телу и общаться с ним на основе любви и благодарности?,https://docs.google.com/document/d/1NxQVanEUZkXi2YRicS7G7OnghWlctFHvdgXZtEY9TSA/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1GmbPJl2zcVCTAGV4mgvMbdneovPbJzHJaI74RW6drrs/edit?usp=drivesdk,10/4/2020,,,
Иммунитет.  Органические и синтетические лекарства,https://www.youtube.com/watch?v=2QsOCmaCfRY,Какова роль иммунитета в нашей жизни и как мы можем поддержать его через правильный подход к использованию лекарств и растений?,https://docs.google.com/document/d/16BK9O6rhrUtRodwnr8ZYAH9oStTXXJ_DWodTbDSbLkc/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/12VYJLyXi1ZdpE3SSl8mEXjGOIWEZyGi4W6PIHwghTLs/edit?usp=drivesdk,10/4/2020,,,
Ресурсы для исцеления,https://www.youtube.com/watch?v=g9E1YfhBwTQ,Какие методы и техники используются для самоисцеления и внутреннего развития в тексте о ресурсах для исцеления?,https://docs.google.com/document/d/16C9s-FMi7ZiCTVJXgfAFvY_STRse_KT4hlQ-xP-a8rI/edit?usp=drivesdk,Done,Целительство и Энергетические практики,https://docs.google.com/document/d/1CtseSaGlNMV5bSLomoPsxVoWqNFVD7bQ-gTdbG0qBE0/edit?usp=drivesdk,10/3/2020,Алина,,
Подарок,https://www.youtube.com/watch?v=8YfkQ3iSM-E,Как мы принимаем подарок жизни и делимся им с другими?,https://docs.google.com/document/d/1BVuJ120VIhcOcyibrP6d8Ce5ap7LUN1M5_7VSTLvZrQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1viDXD1je-QYJ0I23cDdmenbK0rN4g0hT5oPSVo99QZw/edit?usp=drivesdk,10/3/2020,,,
Нужно ли делать запросы. Отношение к церемонии,https://www.youtube.com/watch?v=qD0YfrmZCUk,Основной вопрос текста: Как можно поддерживать отношение к церемонии Айоваска без выражения эгоистических желаний и требований?,https://docs.google.com/document/d/1rGFW5rTgjgKdgTy2lqP_QJr_0ml1mA5r5569_VjZpHg/edit?usp=drivesdk,Done,Растения Учителя и Процесс Диеты,https://docs.google.com/document/d/1MAf3DqrzmaKQM81HqxkxP5BgS3UnBqxPQTYptlsNCFQ/edit?usp=drivesdk,7/28/2020,Шкарубо Лена,,
Сакральность молитв и мантр,https://www.youtube.com/watch?v=vP12PkzuIyk,"Какова роль и значение молитв и мантр в сакральном практике, обратив внимание на энергетическую составляющую и правильный подбор музыкального сопровождения?",https://docs.google.com/document/d/1J1AOSRHCzYGlfEs4Y6B-fZ8GGOmsSH_ACc-jNVr-QA8/edit?usp=drivesdk,Done,"Медитации, Внутренние развитие",https://docs.google.com/document/d/1xtN5NRK-VPv9Av89paRHbAs2rNt47e58FPKZlcSc_k0/edit?usp=drivesdk,7/27/2020,Шкарубо Лена,,
Про простую жизнь,https://www.youtube.com/watch?v=iqycscMIFI0,Какое понимание простой жизни и какие принципы принятия важны для нас?,https://docs.google.com/document/d/1BGx_NIX-flHwQnYdWWTXiz6JEgCJt1flISVN9fsRqNc/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1UV0xYhJGEdo1IkxbNXaposk3JhJXe-rZShBxO536L3o/edit?usp=drivesdk,7/25/2020,Шкарубо Лена,,
Роль мужчины и женщины.  Баланс в отношениях,https://www.youtube.com/watch?v=ruhCNQIUr1Q,Как восстановить баланс в отношениях между мужчиной и женщиной на основе равноправия и сопереживания?,https://docs.google.com/document/d/1Sl7ZQXctem7oILdII12MdjfhJ06y2lhTH-2vAFf-QF8/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1gRubTDgUhNUs8GeSeDUR678ubUy85ZKDwiSU6-DRHQ0/edit?usp=drivesdk,7/24/2020,Шкарубо Лена,,
Мечты и желания. Готовность к рождению и воспитанию детей,https://www.youtube.com/watch?v=_ev21Cht0K0,"Вопрос о том, можно ли достигнуть отсутствия желания, пройдя через все желаемое, или можно обойтись без этого и просто наслаждаться простой жизнью?",https://docs.google.com/document/d/18YsWLbwS_pv2MyPnZPZY0srLCU3t8PQCFB1lwME28fQ/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1GfsXb2842V_W4IAu58SFX9LfkzXFXHCo9ds8rbX7Q4Y/edit?usp=drivesdk,7/24/2020,,,
Что такое сомнения,https://www.youtube.com/watch?v=TnIvB0g-l2U,Как понять и преодолеть сомнения в своем сакральном развитии?,https://docs.google.com/document/d/1n19EXscrq8zRnrdnjiQ9O69DbioDsMKEsy4ryiyanMU/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1UoqS_Aw-XtORTnnwcM347XppjeAco2y7AlTIeyDbc-o/edit?usp=drivesdk,7/24/2020,Алина,,
Взаимодействие с матрицей. Необходимость внутренней работы и самопознания,https://www.youtube.com/watch?v=yM7eqDCHY3A,"Каким образом можно достичь состояния покоя и внутренней гармонии для того, чтобы быть способным влиять на окружающее пространство?",https://docs.google.com/document/d/1PTffNklQ0kmY2VxO2m9ADN2DEf00S9ArMIqVkxh_dTI/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1rHSnMODyxSLViIyzEEyr-HDuHTCJXocVScauhuSiuaY/edit?usp=drivesdk,6/22/2020,,,
Для чего катаклизмы на земле,https://www.youtube.com/watch?v=_G3tIQED55E,Какие причины катаклизмов на земле и какой важный фактор для всех событий вокруг нас?,https://docs.google.com/document/d/1Af5qEbTTCNY1yiHIXQn9c4pQU3htZRlneorCvloKUko/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1rtYIEcrTjYCv02EYiHHh6TbsMdIwT4WLpzMCh2RvUIY/edit?usp=drivesdk,6/22/2020,,,
Дисциплина,https://www.youtube.com/watch?v=4dw7NOYXl38,Какие правила дисциплины нужно принять в повседневной жизни для достижения целей и оставания в гармонии с собой?,https://docs.google.com/document/d/16PWRRmNk2gRP8heslg4pBN65U4gRD-BPwpXRk_vHWVM/edit?usp=drivesdk,Done,Внутренние развитие,https://docs.google.com/document/d/1jWilcjW1WJRY_W8Qar9_5NJoy14dggMtC4qH9A3n2vk/edit?usp=drivesdk,6/21/2020,Шкарубо Лена,,
Ум и эго,https://www.youtube.com/watch?v=nLUvvnMDP-M,"Как эго и ум стали враждебными, почему они утратили свои функции в духовной системе и как вернуться к своей истинной природе?",https://docs.google.com/document/d/1SITRolLZtklzxfMG63FqHdtfQ2aU1NbI3QCwQH3JoNo/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/10-2yfZ1i7Rg38jkK9tLDnE0l2L_BHYGmLkjgZ9zNsDU/edit?usp=drivesdk,6/21/2020,,,
Расставание с любимыми. Как пережить потерю близких,https://www.youtube.com/watch?v=FMpJ29LDHg8,"Вопрос основной: как справиться с эмоциями и пережить потерю близких, особенно родителей, организуя свою психику и принимая природные циклы жизни?",https://docs.google.com/document/d/1aLJ7oN5IRWYci4dVGVVNq22YTYcct8yzOB9DH0oZMf4/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1679cXrIbqgVlPyVIT4J1_iuw2NcLcAY32HDlHPzImzk/edit?usp=drivesdk,6/21/2020,Алина,,
Вступительная речь.  Послания к развитию 🙏🏻,https://www.youtube.com/watch?v=T33J7OpJv7I,"Какие вопросы могут возникнуть относительно посланий, развития и сакральной жизни, обсуждаемых в тексте?",https://docs.google.com/document/d/19-pnrXfSjM2IngVPDCc5qIOLdQGzz1MNInmZqi9iw8Q/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/1aNhW28NKYkeTFEGHEv2_srTzxclvSxQVrEZ9uTmUgqo/edit?usp=drivesdk,5/23/2020,,,
Ощущение скуки в жизни,https://www.youtube.com/watch?v=mEnhr59NBHA,Как избежать ощущения скуки в жизни и найти гармонию между умом и душой?,https://docs.google.com/document/d/1Cugs1GGjZ55httX-MLEVuugUdl1sPmeiEe7AvIlFFv8/edit?usp=drivesdk,Not Edited,,https://docs.google.com/document/d/13lb80Q5PPRUKDyObL87l_1xDp24sDGE9tFhSnE1upFU/edit?usp=drivesdk,5/23/2020,,,
Служение без осуждения,https://www.youtube.com/watch?v=J5K5XbAT-4s,Каким образом можно проявлять служение без осуждения и как избежать эмоциональных реакций во время помощи другим людям.,https://docs.google.com/document/d/1NDCbw3SiLsTTA7muV8ZMRMOb9-Xz4TUZCA89oFp8pZM/edit?usp=drivesdk,Done,"Внутренние развитие, Взаимоотношения и семья",https://docs.google.com/document/d/1afKuIDJg08Byy1RaG_9GMRk8MC156b6r9n6ZlWsG5Qg/edit?usp=drivesdk,4/23/2020,Шкарубо Лена,,
Создание гармоничных отношений в паре,https://www.youtube.com/watch?v=WBQeygFE8HE,Как создать гармоничные отношения между мужчиной и женщиной на основе золотой середины и слияния энергий?,https://docs.google.com/document/d/1KybbI9A8tLtSual55_SekWFsxPWtORdkt6uhlkWuXEo/edit?usp=drivesdk,Done,Взаимоотношения и семья,https://docs.google.com/document/d/1PlvIqje1PXLnAtrPNuZm5TrHgRvFrSwfP-EvjlAMmtw/edit?usp=drivesdk,4/22/2020,Шкарубо Лена,,
